date,temp_max,temp_min,temp_mean,precipitation,wind_speed,humidity,cloud_cover,rain_probability,sunshine_duration,uv_index,city
2025-10-21,32.3,24.7,27.6,8.5,10.3,86,99,100.0,35898.38,7.0,Ho Chi Minh City
2025-10-22,32.1,24.1,27.2,10.8,9.0,88,99,100.0,32564.13,7.0,Ho Chi Minh City
2025-10-23,31.4,24.3,26.8,4.6,8.9,87,99,100.0,32015.11,7.0,Ho Chi Minh City
2025-10-24,32.1,24.7,27.0,17.9,8.1,88,97,100.0,28437.16,7.0,Ho Chi Minh City
2025-10-25,29.0,23.8,26.0,2.2,9.5,90,100,100.0,2313.38,7.0,Ho Chi Minh City
2025-10-26,30.5,23.6,26.4,10.6,10.2,87,100,100.0,23188.61,7.0,Ho Chi Minh City
2025-10-27,30.4,23.2,26.1,4.0,12.3,87,94,100.0,26489.88,7.0,Ho Chi Minh City
2025-10-28,29.8,24.3,25.7,35.4,6.6,92,100,100.0,21092.09,7.0,Ho Chi Minh City
2025-10-29,29.2,24.4,26.1,6.9,9.0,90,100,100.0,22759.03,7.0,Ho Chi Minh City
2025-10-30,28.5,24.5,26.2,4.4,12.0,91,97,100.0,6341.59,7.0,Ho Chi Minh City
2025-10-31,30.8,24.3,27.0,9.4,14.9,87,76,100.0,36000.0,7.0,Ho Chi Minh City
2025-11-01,30.7,24.5,26.2,32.0,10.6,91,95,100.0,26954.38,7.0,Ho Chi Minh City
2025-11-02,31.2,23.9,26.5,6.8,10.1,85,100,100.0,31731.22,7.0,Ho Chi Minh City
2025-11-03,28.7,24.1,26.1,19.3,9.2,89,93,100.0,20337.19,7.0,Ho Chi Minh City
2025-11-04,30.8,24.0,26.5,15.1,10.7,87,94,100.0,35915.23,7.0,Ho Chi Minh City
2025-11-05,29.9,24.0,26.2,8.7,9.5,90,100,100.0,21341.89,7.0,Ho Chi Minh City
2025-11-06,28.6,23.9,25.8,9.1,14.1,91,100,100.0,0.0,7.0,Ho Chi Minh City
2025-11-07,31.3,24.3,26.3,8.9,13.7,90,100,100.0,29094.11,7.0,Ho Chi Minh City
2025-11-08,31.1,24.4,27.0,5.3,8.6,88,83,100.0,39600.0,7.0,Ho Chi Minh City
2025-11-09,31.5,24.1,27.0,9.8,11.5,88,91,100.0,32783.59,7.0,Ho Chi Minh City
2025-11-10,31.7,24.5,27.0,2.0,11.8,88,98,100.0,38384.92,7.0,Ho Chi Minh City
2025-11-11,31.6,23.8,26.9,3.8,9.9,86,100,100.0,34367.29,7.0,Ho Chi Minh City
2025-11-12,30.4,24.2,26.4,7.1,11.4,88,93,100.0,39600.0,7.0,Ho Chi Minh City
2025-11-13,31.8,23.7,26.8,9.1,10.3,86,98,100.0,39600.0,7.0,Ho Chi Minh City
2025-11-14,31.7,23.4,26.9,0.2,10.7,79,86,0.0,37054.32,7.0,Ho Chi Minh City
2025-11-15,31.2,20.6,25.9,0.0,8.9,75,47,0.0,39600.0,7.0,Ho Chi Minh City
2025-11-16,29.6,23.6,25.1,21.7,9.4,88,92,100.0,18000.0,7.0,Ho Chi Minh City
2025-11-17,28.6,23.4,25.5,11.9,8.3,90,100,100.0,7200.0,7.0,Ho Chi Minh City
2025-11-18,30.1,24.1,26.0,10.1,13.1,90,78,100.0,37026.79,7.0,Ho Chi Minh City
2025-11-19,31.3,23.1,25.4,23.2,15.3,91,97,100.0,25200.0,7.0,Ho Chi Minh City
2025-11-20,29.0,22.4,25.4,0.6,12.9,82,95,100.0,22266.53,7.0,Ho Chi Minh City
2025-11-21,29.5,22.9,25.7,0.3,9.5,80,97,0.0,22211.81,7.0,Ho Chi Minh City
2025-11-22,27.6,23.3,25.1,2.7,10.6,83,100,100.0,729.41,7.0,Ho Chi Minh City
2025-11-23,31.1,23.5,26.0,4.4,11.2,86,88,100.0,26950.15,7.0,Ho Chi Minh City
2025-11-24,31.9,23.6,27.2,1.2,8.6,83,87,100.0,39600.0,7.0,Ho Chi Minh City
2025-11-25,31.7,23.6,26.9,0.0,14.9,74,75,0.0,39600.0,7.0,Ho Chi Minh City
2025-11-26,31.1,21.8,25.9,0.0,13.3,70,90,0.0,38867.5,7.0,Ho Chi Minh City
2025-11-27,30.6,21.9,25.6,0.0,15.2,69,98,0.0,39600.0,7.0,Ho Chi Minh City
2025-11-28,29.3,19.5,24.5,0.0,15.5,63,100,0.0,36776.59,7.0,Ho Chi Minh City
2025-11-29,31.5,20.8,26.0,0.0,10.7,67,98,0.0,39600.0,7.0,Ho Chi Minh City
2025-11-30,33.0,22.5,27.9,0.6,9.8,65,26,100.0,39613.89,7.0,Ho Chi Minh City
2025-12-01,34.2,24.2,29.2,0.1,9.6,64,40,0.0,39600.0,7.0,Ho Chi Minh City
2025-12-02,33.4,24.9,28.2,5.3,9.3,75,79,100.0,39459.67,7.0,Ho Chi Minh City
2025-12-03,31.4,23.9,26.2,29.1,10.6,86,82,100.0,31814.68,7.0,Ho Chi Minh City
2025-12-04,29.9,23.5,26.4,9.3,19.0,84,72,100.0,27949.22,7.0,Ho Chi Minh City
2025-12-05,31.1,23.6,26.9,0.8,6.9,83,57,100.0,37590.27,7.0,Ho Chi Minh City
2025-12-06,30.8,21.9,26.2,0.3,9.9,79,40,0.0,39446.44,7.0,Ho Chi Minh City
2025-12-07,31.1,21.1,26.0,0.4,9.6,76,85,0.0,39628.43,7.0,Ho Chi Minh City
2025-12-08,30.6,20.2,25.5,0.0,11.3,64,97,0.0,39382.57,7.0,Ho Chi Minh City
2025-12-09,31.6,21.7,26.8,0.1,14.2,64,96,0.0,39205.28,7.0,Ho Chi Minh City
2025-12-10,31.0,24.0,26.1,13.1,13.0,76,91,100.0,25778.24,7.0,Ho Chi Minh City
2025-12-11,31.2,23.1,26.4,8.0,14.5,82,96,100.0,24858.25,7.0,Ho Chi Minh City
2025-12-12,31.6,23.4,27.4,0.0,10.3,76,79,0.0,39258.03,7.0,Ho Chi Minh City
2025-12-13,32.0,23.7,27.1,15.9,14.6,83,99,100.0,34209.63,7.0,Ho Chi Minh City
2025-12-14,31.7,23.6,27.4,0.1,7.3,78,90,0.0,39198.05,7.0,Ho Chi Minh City
2025-12-15,33.1,23.7,27.9,0.0,9.3,72,93,0.0,36864.68,7.0,Ho Chi Minh City
2025-12-16,34.0,23.9,28.0,0.3,6.4,72,81,0.0,39254.61,7.0,Ho Chi Minh City
2025-12-17,33.7,23.5,27.9,0.7,9.1,74,54,100.0,39466.68,7.0,Ho Chi Minh City
2025-12-18,32.7,23.5,27.8,0.5,7.7,70,86,0.0,39074.78,7.0,Ho Chi Minh City
2025-12-19,33.7,23.1,28.1,0.3,10.1,69,81,0.0,39376.48,7.0,Ho Chi Minh City
2025-12-20,33.4,23.7,28.2,0.4,10.3,74,93,0.0,39330.7,7.0,Ho Chi Minh City
2025-12-21,34.5,23.8,28.3,0.2,8.5,71,79,0.0,39797.81,7.0,Ho Chi Minh City
2025-12-22,33.9,24.3,28.6,1.0,11.3,71,94,100.0,39238.49,7.0,Ho Chi Minh City
2025-12-23,33.3,24.7,28.0,0.8,9.0,74,92,100.0,35610.57,7.0,Ho Chi Minh City
2025-12-24,33.4,24.7,27.9,7.1,8.3,76,94,100.0,35404.74,7.0,Ho Chi Minh City
2025-12-25,31.3,24.3,26.6,26.7,18.2,87,87,100.0,30395.07,7.0,Ho Chi Minh City
2025-12-26,30.7,23.3,26.1,1.6,9.7,85,83,100.0,35231.62,7.0,Ho Chi Minh City
2025-12-27,30.3,22.3,25.6,0.7,9.7,82,97,100.0,34622.52,7.0,Ho Chi Minh City
2025-12-28,31.0,22.3,26.1,0.0,10.7,80,39,0.0,40248.96,7.0,Ho Chi Minh City
2025-12-29,31.2,22.8,26.1,0.0,10.2,78,70,0.0,37966.0,7.0,Ho Chi Minh City
2025-12-30,30.5,21.6,25.4,0.0,9.3,75,67,0.0,38390.44,7.0,Ho Chi Minh City
2025-12-31,31.2,21.0,25.5,0.0,11.8,74,64,0.0,40377.63,7.0,Ho Chi Minh City
2026-01-01,31.2,21.1,25.6,0.0,11.7,69,64,0.0,37834.2,7.0,Ho Chi Minh City
2026-01-02,31.2,21.0,25.9,0.0,10.4,65,61,0.0,38879.55,7.0,Ho Chi Minh City
2026-01-03,30.7,20.9,25.7,0.0,11.5,59,49,0.0,33519.74,7.0,Ho Chi Minh City
2026-01-04,33.2,20.1,26.4,0.0,10.6,58,84,0.0,39709.87,7.0,Ho Chi Minh City
2026-01-05,32.0,23.7,27.0,0.3,10.1,69,94,0.0,27761.04,7.0,Ho Chi Minh City
2026-01-06,31.2,23.6,25.9,22.2,9.8,81,98,100.0,22534.6,7.0,Ho Chi Minh City
2026-01-07,30.7,21.9,25.9,0.0,12.7,67,80,0.0,30654.25,7.0,Ho Chi Minh City
2026-01-08,30.7,20.5,25.3,0.0,10.8,60,59,0.0,41066.7,7.0,Ho Chi Minh City
2026-01-09,29.6,17.9,23.7,0.0,11.5,55,81,0.0,41081.61,7.0,Ho Chi Minh City
2026-01-10,30.5,18.7,24.8,0.0,8.7,57,44,0.0,41012.18,7.0,Ho Chi Minh City
2026-01-11,30.9,20.6,25.7,0.0,10.2,61,86,0.0,36374.49,7.0,Ho Chi Minh City
2026-01-12,32.3,23.4,27.1,0.0,11.7,67,57,0.0,33822.93,7.0,Ho Chi Minh City
2026-01-13,30.1,22.6,26.0,4.0,11.4,74,44,100.0,40265.52,7.0,Ho Chi Minh City
2026-01-14,31.1,22.2,26.2,0.4,12.4,72,51,0.0,38223.85,7.0,Ho Chi Minh City
2026-01-15,32.4,22.4,26.6,0.5,13.5,72,27,0.0,40831.47,7.0,Ho Chi Minh City
2026-01-16,32.4,22.3,26.6,0.0,13.9,70,78,0.0,39958.79,7.0,Ho Chi Minh City
2026-01-17,32.9,22.3,26.5,0.0,15.6,70,55,0.0,40391.92,7.0,Ho Chi Minh City
2026-01-18,32.4,22.4,26.5,0.2,15.2,70,59,0.0,38892.11,7.0,Ho Chi Minh City
2026-01-19,30.9,22.7,26.2,0.4,12.4,71,61,0.0,40404.33,7.0,Ho Chi Minh City
2026-01-20,32.2,22.7,26.6,0.1,15.7,67,53,0.0,39227.19,7.0,Ho Chi Minh City
2026-01-21,33.6,21.9,26.7,0.0,14.3,61,34,0.0,41008.72,7.0,Ho Chi Minh City
2026-01-22,33.6,21.5,27.2,0.0,10.8,59,80,0.0,41283.37,7.0,Ho Chi Minh City
2026-01-23,34.1,22.9,27.7,0.0,14.2,55,53,0.0,41306.54,7.0,Ho Chi Minh City
2026-01-24,32.4,21.7,26.7,0.0,13.1,65,28,0.0,40547.77,7.0,Ho Chi Minh City
2026-01-25,33.1,21.9,26.4,0.0,15.6,64,49,0.0,41100.92,7.0,Ho Chi Minh City
2026-01-26,33.3,22.0,26.5,0.0,19.0,64,31,0.0,40499.75,7.0,Ho Chi Minh City
2026-01-27,33.8,22.2,26.9,0.0,15.4,62,29,0.0,40892.92,7.0,Ho Chi Minh City
2026-01-28,34.2,22.0,27.0,0.0,14.1,63,17,0.0,40911.88,7.0,Ho Chi Minh City
2026-01-29,32.9,22.3,27.1,0.0,13.8,63,53,0.0,27198.59,7.0,Ho Chi Minh City
2026-01-30,33.5,22.6,27.0,0.0,17.3,64,84,0.0,35106.35,7.0,Ho Chi Minh City
2026-01-31,34.4,22.8,27.4,0.0,17.4,63,74,0.0,35310.5,7.0,Ho Chi Minh City
2026-02-01,34.1,22.1,27.3,0.0,10.6,58,71,0.0,41469.84,7.0,Ho Chi Minh City
2026-02-02,34.1,21.5,27.1,0.0,16.9,63,71,0.0,41237.37,7.0,Ho Chi Minh City
2026-02-03,33.9,24.4,28.5,0.9,10.1,60,70,100.0,37086.48,7.0,Ho Chi Minh City
2026-02-04,33.4,24.2,27.8,3.3,9.8,64,66,100.0,39290.04,7.0,Ho Chi Minh City
2026-02-05,32.8,24.1,27.2,0.7,15.4,72,89,100.0,38144.99,7.0,Ho Chi Minh City
2026-02-06,30.5,23.3,26.3,1.2,13.7,75,80,100.0,40549.63,7.0,Ho Chi Minh City
2026-02-07,33.3,23.3,26.9,0.0,14.7,72,67,0.0,40803.07,7.0,Ho Chi Minh City
2026-02-08,34.3,23.0,27.6,0.1,18.8,64,29,0.0,40324.87,7.0,Ho Chi Minh City
2026-02-09,35.1,22.2,28.1,0.0,9.9,55,70,0.0,41829.56,7.0,Ho Chi Minh City
2026-02-10,34.3,22.5,28.0,1.2,11.9,65,49,100.0,41552.73,7.0,Ho Chi Minh City
2026-02-11,31.0,24.4,26.7,2.3,11.1,78,92,100.0,28399.29,7.0,Ho Chi Minh City
2026-02-12,31.9,24.0,27.1,5.1,8.5,82,93,100.0,36253.6,7.0,Ho Chi Minh City
2026-02-13,32.5,23.4,27.2,1.2,10.5,75,95,100.0,40837.36,7.0,Ho Chi Minh City
2026-02-14,33.2,23.6,27.8,0.4,9.1,72,88,0.0,40356.72,7.0,Ho Chi Minh City
2026-02-15,33.8,23.5,28.2,0.0,11.8,69,57,0.0,41320.93,7.0,Ho Chi Minh City
2026-02-16,35.7,25.0,29.5,0.1,14.5,54,68,0.0,39876.94,7.0,Ho Chi Minh City
2026-02-17,35.7,25.9,29.8,0.0,16.6,51,92,0.0,42037.51,7.0,Ho Chi Minh City
2026-02-18,35.7,24.1,29.4,0.1,13.9,55,75,0.0,42117.88,7.0,Ho Chi Minh City
2026-02-19,34.9,24.7,29.5,0.0,12.1,57,74,0.0,42027.93,7.0,Ho Chi Minh City
2026-02-20,35.2,24.7,29.4,0.3,11.1,57,60,0.0,41782.69,7.0,Ho Chi Minh City
2026-02-21,34.6,23.5,28.4,0.0,15.5,64,44,0.0,42219.99,7.0,Ho Chi Minh City
2026-02-22,33.7,23.9,27.8,0.1,14.3,67,51,0.0,42254.44,7.0,Ho Chi Minh City
2026-02-23,34.3,24.5,28.3,0.3,14.2,64,57,0.0,42289.06,7.0,Ho Chi Minh City
2026-02-24,34.7,24.4,28.2,0.0,15.4,64,91,0.0,41990.48,7.0,Ho Chi Minh City
2026-02-25,34.5,24.4,28.2,0.0,13.9,66,88,0.0,31210.04,7.0,Ho Chi Minh City
2026-02-26,26.4,23.6,24.8,31.1,10.6,91,100,100.0,0.0,7.0,Ho Chi Minh City
2026-02-27,29.8,24.0,25.7,21.5,10.1,88,91,100.0,28974.61,7.0,Ho Chi Minh City
2026-02-28,31.3,23.4,26.7,1.5,11.5,84,33,100.0,41950.66,7.0,Ho Chi Minh City
2026-03-01,32.2,24.3,27.6,0.0,12.4,80,20,0.0,39808.43,7.0,Ho Chi Minh City
2026-03-02,32.4,24.8,27.8,0.1,12.3,80,43,0.0,42395.06,7.0,Ho Chi Minh City
2026-03-03,32.5,25.1,28.2,0.3,10.3,78,51,0.0,39600.0,7.0,Ho Chi Minh City
2026-03-04,32.2,24.9,27.8,0.3,12.2,80,39,0.0,37578.24,7.0,Ho Chi Minh City
2026-03-05,32.5,24.7,27.7,2.1,11.0,77,26,100.0,42614.35,7.0,Ho Chi Minh City
2026-03-06,31.9,23.1,26.2,6.0,11.0,83,47,100.0,40159.67,7.0,Ho Chi Minh City
2026-03-07,31.8,23.0,26.3,2.0,4.4,82,53,100.0,39414.31,7.0,Ho Chi Minh City
2026-03-08,32.5,23.1,27.2,0.1,11.7,73,15,0.0,40871.54,7.0,Ho Chi Minh City
2026-03-09,32.8,23.3,27.3,6.2,13.6,78,34,100.0,42501.03,7.0,Ho Chi Minh City
2026-03-10,33.4,23.9,27.8,0.8,14.5,75,30,100.0,42776.17,7.0,Ho Chi Minh City
2026-03-11,34.2,23.7,28.2,0.0,13.4,68,50,0.0,42810.31,7.0,Ho Chi Minh City
2026-03-12,34.6,25.3,28.7,0.3,14.3,60,30,0.0,40797.99,7.0,Ho Chi Minh City
2026-03-13,34.8,24.5,28.6,1.5,9.4,57,28,100.0,42879.81,7.0,Ho Chi Minh City
2026-03-14,32.3,24.6,27.7,1.0,10.0,69,60,100.0,39600.0,7.0,Ho Chi Minh City
2026-03-15,34.1,23.6,28.1,1.2,12.2,66,19,100.0,42587.6,7.0,Ho Chi Minh City
2026-03-16,33.5,24.0,28.2,0.2,12.9,63,13,0.0,42986.03,7.0,Ho Chi Minh City
2026-03-17,34.6,24.0,27.9,0.1,16.5,64,38,0.0,43021.68,7.0,Ho Chi Minh City
2026-03-18,34.6,23.8,27.9,0.0,16.5,63,22,0.0,43057.33,7.0,Ho Chi Minh City
2026-03-19,33.2,23.9,27.8,0.0,15.6,66,10,0.0,43092.91,7.0,Ho Chi Minh City
2026-03-20,32.4,24.3,27.6,0.4,13.4,68,48,0.0,43128.35,7.0,Ho Chi Minh City
2026-03-21,34.8,23.9,28.2,0.0,16.2,68,27,0.0,43163.58,7.0,Ho Chi Minh City
2026-03-22,35.4,24.6,28.7,0.0,18.1,63,21,0.0,43198.54,7.0,Ho Chi Minh City
2026-03-23,35.6,24.5,28.8,0.0,15.8,62,26,0.0,43200.0,7.0,Ho Chi Minh City
2026-03-24,35.2,24.0,28.3,0.0,16.2,66,11,0.0,43200.0,7.0,Ho Chi Minh City
2026-03-25,36.0,23.9,28.6,0.0,17.5,66,16,0.0,43200.0,7.0,Ho Chi Minh City
2026-03-26,35.5,24.5,28.6,0.0,15.8,66,13,0.0,43200.0,7.0,Ho Chi Minh City
2026-03-27,33.6,23.9,28.2,0.0,14.8,66,22,0.0,43200.0,7.0,Ho Chi Minh City
2026-03-28,34.7,23.6,28.0,0.0,17.4,70,23,0.0,43200.0,7.0,Ho Chi Minh City
2026-03-29,35.3,24.2,29.1,0.0,15.3,68,42,0.0,43200.0,7.0,Ho Chi Minh City
2026-03-30,34.9,24.6,28.9,0.1,14.9,70,14,0.0,43200.0,7.0,Ho Chi Minh City
2026-03-31,35.4,24.3,29.0,0.0,15.6,68,36,0.0,43200.0,7.0,Ho Chi Minh City
2026-04-01,35.2,24.6,28.9,0.0,17.1,68,40,0.0,43200.0,7.0,Ho Chi Minh City
2026-04-02,35.9,25.4,29.4,0.0,18.1,65,14,0.0,43200.0,7.0,Ho Chi Minh City
2026-04-03,35.4,25.0,29.3,0.0,16.5,60,7,0.0,43200.0,7.0,Ho Chi Minh City
2026-04-04,35.8,23.5,29.4,0.0,13.3,65,67,0.0,43200.0,7.0,Ho Chi Minh City
2026-04-05,36.4,24.9,29.8,0.0,13.8,68,22,0.0,43200.0,7.0,Ho Chi Minh City
2026-04-06,37.0,25.0,30.0,0.0,15.9,66,9,0.0,43200.0,7.0,Ho Chi Minh City
2026-04-07,37.4,25.3,30.7,0.0,13.8,63,35,0.0,43200.0,7.0,Ho Chi Minh City
2026-04-08,37.0,26.6,30.7,0.3,16.2,69,38,0.0,43200.0,7.0,Ho Chi Minh City
2026-04-09,35.4,26.3,29.9,0.0,14.4,67,17,0.0,43200.0,7.0,Ho Chi Minh City
2026-04-10,36.4,25.3,30.1,0.3,15.2,66,26,0.0,43200.0,7.0,Ho Chi Minh City
2026-04-11,36.5,26.0,30.3,0.0,14.5,65,23,0.0,43200.0,7.0,Ho Chi Minh City
2026-04-12,36.6,26.1,30.4,0.6,15.6,65,12,100.0,43200.0,7.0,Ho Chi Minh City
2026-04-13,34.8,26.2,29.9,0.2,13.3,70,10,0.0,43200.0,7.0,Ho Chi Minh City
2026-04-14,34.6,26.4,29.7,0.6,12.6,70,17,100.0,43200.0,7.0,Ho Chi Minh City
2026-04-15,34.8,26.0,29.8,0.2,13.8,67,35,0.0,43200.0,7.0,Ho Chi Minh City
2026-04-16,36.2,26.3,30.6,0.0,14.6,63,37,0.0,40068.09,7.0,Ho Chi Minh City
2026-04-17,35.9,27.2,30.7,0.1,15.8,62,22,0.0,43200.0,7.0,Ho Chi Minh City
2026-04-18,35.0,26.3,30.3,0.5,15.7,63,38,0.0,43200.0,7.0,Ho Chi Minh City
2026-04-19,34.1,26.0,29.7,0.9,13.6,65,45,100.0,42181.78,7.0,Ho Chi Minh City
2026-04-20,33.7,26.8,29.7,0.3,14.7,59,45,0.0,40745.31,7.0,Ho Chi Minh City
2026-04-21,34.2,25.8,29.4,0.1,15.5,59,47,0.0,43200.0,7.0,Ho Chi Minh City
2026-04-22,34.2,25.5,29.4,0.0,14.1,63,21,0.0,41388.74,7.0,Ho Chi Minh City
2026-04-23,35.5,25.7,29.8,0.0,14.9,63,21,0.0,43200.0,7.0,Ho Chi Minh City
2026-04-24,36.2,25.5,30.1,0.0,14.2,61,64,0.0,43200.0,7.0,Ho Chi Minh City
2026-04-25,36.1,27.0,30.8,1.8,13.4,63,58,100.0,39427.21,7.0,Ho Chi Minh City
2026-04-26,37.3,27.0,31.1,0.6,12.5,60,55,100.0,43200.0,7.0,Ho Chi Minh City
2026-04-27,36.9,26.7,31.0,0.0,14.3,63,54,0.0,43200.0,7.0,Ho Chi Minh City
2026-04-28,37.2,27.6,31.2,0.0,15.3,65,38,0.0,43200.0,7.0,Ho Chi Minh City
2026-04-29,36.7,26.8,31.3,1.4,9.2,62,60,100.0,43200.0,7.0,Ho Chi Minh City
2026-04-30,36.9,27.9,31.7,0.6,15.1,61,46,100.0,43200.0,7.0,Ho Chi Minh City
2026-05-01,39.4,27.8,31.8,0.5,18.5,56,65,0.0,43200.0,7.0,Ho Chi Minh City
2026-05-02,36.4,27.8,30.6,4.0,14.8,66,62,100.0,36741.49,7.0,Ho Chi Minh City
2026-05-03,34.4,27.1,29.9,0.1,12.8,73,99,0.0,41818.55,7.0,Ho Chi Minh City
2026-05-04,35.2,24.0,29.8,6.9,13.0,72,89,100.0,43200.0,7.0,Ho Chi Minh City
2026-05-05,35.6,27.1,29.8,8.0,11.7,72,100,100.0,38192.67,7.0,Ho Chi Minh City
2026-05-06,35.0,26.3,29.5,1.8,13.1,74,95,100.0,34239.61,7.0,Ho Chi Minh City
2026-05-07,36.3,27.0,30.8,0.1,13.4,67,64,0.0,43200.0,7.0,Ho Chi Minh City
2026-05-08,35.9,27.6,31.1,1.6,11.0,62,100,100.0,41968.62,7.0,Ho Chi Minh City
2026-05-09,37.7,27.1,31.3,0.5,14.0,62,75,0.0,43224.55,7.0,Ho Chi Minh City
2026-05-10,38.5,28.3,31.9,4.1,15.6,58,76,100.0,43217.72,7.0,Ho Chi Minh City
2026-05-11,37.9,26.0,31.6,0.4,16.3,62,81,0.0,43200.0,7.0,Ho Chi Minh City
2026-05-12,37.4,28.3,31.5,0.0,15.7,62,87,0.0,43200.0,7.0,Ho Chi Minh City
2026-05-13,36.6,27.8,31.7,0.5,15.8,64,87,0.0,43200.0,7.0,Ho Chi Minh City
2026-05-14,37.5,27.6,32.0,1.9,15.5,62,93,100.0,43200.0,7.0,Ho Chi Minh City
2026-05-15,37.4,28.2,32.0,5.8,12.9,64,83,100.0,43200.0,7.0,Ho Chi Minh City
2026-05-16,35.9,27.5,31.0,14.9,7.9,71,95,100.0,35455.28,7.0,Ho Chi Minh City
2026-05-17,35.9,26.2,29.7,8.8,12.9,77,93,100.0,36789.15,7.0,Ho Chi Minh City
2026-05-18,34.7,26.5,29.4,4.7,15.7,77,93,100.0,36052.05,7.0,Ho Chi Minh City
2026-05-19,33.1,26.7,29.2,7.9,13.0,80,94,100.0,40305.46,7.0,Ho Chi Minh City
2026-05-20,34.1,27.4,29.7,2.5,13.8,77,90,100.0,34057.88,7.0,Ho Chi Minh City
2026-05-21,31.7,25.1,28.5,23.2,14.6,83,73,100.0,40746.4,7.0,Ho Chi Minh City
2026-05-22,34.3,26.5,29.7,1.2,9.9,77,68,100.0,43200.0,7.0,Ho Chi Minh City
2026-05-23,35.0,26.4,30.1,0.6,10.6,74,60,100.0,43200.0,7.0,Ho Chi Minh City
2026-05-24,35.2,27.1,30.2,1.2,7.7,75,78,100.0,43200.0,7.0,Ho Chi Minh City
2026-05-25,35.7,26.9,30.4,0.9,11.1,74,49,100.0,43200.0,7.0,Ho Chi Minh City
2026-05-26,35.0,27.0,30.3,4.6,12.3,72,56,100.0,43200.0,7.0,Ho Chi Minh City
2026-05-27,34.4,27.4,30.5,0.6,13.2,72,97,100.0,26881.76,7.0,Ho Chi Minh City
2026-05-28,33.6,24.6,29.1,7.6,11.7,81,98,100.0,23792.97,7.0,Ho Chi Minh City
2026-05-29,27.2,24.5,26.0,21.6,9.2,92,100,100.0,328.74,7.0,Ho Chi Minh City
2026-05-30,30.6,25.3,27.2,0.8,11.1,82,98,100.0,9402.01,7.0,Ho Chi Minh City
2026-05-31,28.8,24.1,26.1,4.7,9.2,86,99,100.0,8969.75,7.0,Ho Chi Minh City
2026-06-01,30.3,24.9,27.3,0.6,9.2,81,99,100.0,16009.08,7.0,Ho Chi Minh City
2026-06-02,31.4,24.6,27.1,4.4,12.2,86,94,100.0,21920.21,7.0,Ho Chi Minh City
2026-06-03,30.5,24.2,26.8,10.2,15.5,88,93,100.0,26796.47,7.0,Ho Chi Minh City
2026-06-04,31.4,25.3,27.8,10.6,20.7,85,94,100.0,26216.75,7.0,Ho Chi Minh City
2026-06-05,32.7,25.9,29.0,4.7,12.9,79,94,100.0,40240.7,7.0,Ho Chi Minh City
2026-06-06,34.0,26.5,29.2,3.5,14.4,79,96,100.0,41668.07,7.0,Ho Chi Minh City
2026-06-07,34.4,26.4,29.7,0.7,13.8,77,96,100.0,43200.0,7.0,Ho Chi Minh City
2026-06-08,33.6,26.5,28.8,6.8,19.1,82,90,100.0,39875.49,7.0,Ho Chi Minh City
2026-06-09,33.4,24.9,28.5,8.4,13.5,84,97,100.0,39600.0,7.0,Ho Chi Minh City
2026-06-10,32.0,25.1,28.3,6.0,12.0,84,99,100.0,37278.32,7.0,Ho Chi Minh City
2026-06-11,34.4,23.8,28.3,28.1,10.2,83,92,100.0,39810.26,7.0,Ho Chi Minh City
2026-06-12,33.1,25.4,28.1,7.7,9.4,87,80,100.0,36199.49,7.0,Ho Chi Minh City
2026-06-13,34.0,25.2,28.6,12.3,11.2,85,58,100.0,43200.0,7.0,Ho Chi Minh City
2026-06-14,31.4,25.4,27.9,6.2,12.4,86,69,100.0,42319.85,7.0,Ho Chi Minh City
2026-06-15,33.1,25.0,28.3,4.7,8.8,82,59,100.0,43200.0,7.0,Ho Chi Minh City
2026-06-16,33.1,25.7,28.5,7.2,10.3,82,68,100.0,41357.53,7.0,Ho Chi Minh City
2026-06-17,33.8,25.3,28.7,4.3,11.5,81,69,100.0,42574.24,7.0,Ho Chi Minh City
2026-06-18,33.2,25.2,28.3,4.8,8.8,82,95,100.0,43008.57,7.0,Ho Chi Minh City
2026-06-19,33.6,25.1,28.7,0.6,11.7,80,93,100.0,43200.0,7.0,Ho Chi Minh City
2026-06-20,34.2,25.7,29.0,1.3,14.4,80,56,100.0,43200.0,7.0,Ho Chi Minh City
2026-06-21,34.0,25.9,29.7,1.1,7.4,76,71,100.0,43200.0,7.0,Ho Chi Minh City
2026-06-22,34.5,26.2,30.0,1.3,8.8,75,67,100.0,43200.0,7.0,Ho Chi Minh City
2026-06-23,32.5,25.2,28.6,12.8,11.2,83,92,100.0,36480.46,7.0,Ho Chi Minh City
2026-06-24,35.2,25.8,29.4,4.2,15.3,79,74,100.0,42745.23,7.0,Ho Chi Minh City
2026-06-25,34.2,25.5,28.7,8.9,19.9,79,68,100.0,35131.61,7.0,Ho Chi Minh City
2026-06-26,33.1,25.3,28.7,2.2,11.8,80,49,100.0,43200.0,7.0,Ho Chi Minh City
2026-06-27,33.8,25.7,29.2,0.8,16.1,77,72,100.0,41671.36,7.0,Ho Chi Minh City
2026-06-28,32.3,26.3,27.6,22.0,19.3,88,92,100.0,27227.34,7.0,Ho Chi Minh City
2026-06-29,32.7,26.1,27.9,17.4,14.4,87,90,100.0,36574.35,7.0,Ho Chi Minh City
2026-06-30,32.2,25.0,27.8,13.9,13.9,86,98,100.0,31396.26,7.0,Ho Chi Minh City
